Loan ID,Loan Title,Loan Purpose,Amount Requested,Interest Rate,APR,Loan Length,Amount Funded,Number of Lenders,Expiration Date,Status,Application Date,CREDIT Rating,Home Ownership,Monthly Income,Debt-To-Income Ratio,FICO Range,Earliest CREDIT Line,Open CREDIT Lines,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Accounts Now Delinquent,Delinquent Amount,Delinquencies (Last 2 yrs),Months Since Last Delinquency,Public Records On File,Months Since Last Record,Loan Description,Location,Education,Employment Length
"977312","bussiness","small_business","20000.00","7.51%","9.59%","36 months","450.00","13","2011-10-18","In-Funding","2011-10-04","A3","OWN","10000.00","0.85%","780+","1993-10-08","13","27","0","0%","0","0","0","0","","0","","","pearland, TX","","4 years"
"971965","debt consolidation","debt_consolidation","30000.00","13.49%","15.81%","60 months","1400.00","23","2011-10-18","In-Funding","2011-10-04","C1","OWN","9583.33","5.06%","750-779","1983-03-31","7","23","14453","54.5%","2","0","0","0","","0","","","branford, CT","","10+ years"
"977443","Debt Consolidation","debt_consolidation","32000.00","19.42%","21.88%","60 months","650.00","17","2011-10-18","In-Funding","2011-10-04","E3","MORTGAGE","10000.00","17.09%","679-713","1996-01-26","21","47","24986","56.5%","1","0","0","0","","0","","","Humble, TX","","< 1 year"
"977616","Vehicle and ac repair","other","4500.00","12.42%","15.29%","36 months","25.00","1","2011-10-18","In-Funding","2011-10-04","B4","RENT","5166.67","15.23%","660-678","2002-03-25","7","13","7944","70.3%","0","0","0","0","","0","","  Borrower added on 10/04/11 > Major vehicle repair and Home ac repair.<br/>","Jacksonville, FL","","10+ years"
"977612","Debt Consolidation","debt_consolidation","12650.00","6.62%","7.99%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A2","RENT","5000.00","18.24%","750-779","2001-06-28","4","16","351","53.9%","0","0","0","0","","0","","  Borrower added on 10/04/11 > Hello!  I currently have a loan that I funded with Lending Club back in March with a 14.54% interest rate.  I want to get this new loan to lower my rate to 6.625 and payoff my current loan.  I would be saving $110.59 per month from my current loan.<br/>","San Pedro, CA","","6 years"
"977637","Matt Ford Dept Consolidation","debt_consolidation","6000.00","7.90%","9.98%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A4","MORTGAGE","6373.84","3.64%","679-713","2003-08-17","8","12","9275","49.6%","0","0","0","0","","0","","","Sandy, UT","","4 years"
"977333","Debt Payables","debt_consolidation","2400.00","10.65%","13.49%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B2","RENT","3200.00","18.16%","679-713","2003-11-15","7","19","3033","32.9%","0","0","0","2","10","0","","","azusa, CA","","6 years"
"974044","baker resaw","small_business","14000.00","6.62%","7.99%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A2","MORTGAGE","12500.00","11.23%","750-779","1999-11-04","13","27","15727","33.3%","2","0","0","0","","0","","","arcadia, FL","","5 years"
"891093","Debt Loan","credit_card","6075.00","12.42%","15.29%","36 months","25.00","1","2011-10-18","In-Funding","2011-10-04","B4","RENT","1600.00","16.06%","660-678","1998-07-30","5","7","11261","34.8%","0","0","0","0","45","0","","","San Francisco, CA","","n/a"
"977688","Home Inprove","home_improvement","1000.00","6.03%","6.78%","36 months","25.00","1","2011-10-18","In-Funding","2011-10-04","A1","MORTGAGE","7752.00","4.61%","780+","1973-05-26","7","17","7133","19.1%","0","0","0","0","","0","","","Weston, FL","","10+ years"
"977699","Consolidate Credit Card Debt","credit_card","20000.00","11.71%","13.99%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B3","OWN","5301.92","7.58%","750-779","1982-01-09","10","23","15317","14.2%","1","0","0","0","29","0","","","Claverack, NY","","10+ years"
"977706","taxes","other","1000.00","13.49%","17.13%","36 months","25.00","1","2011-10-18","In-Funding","2011-10-04","C1","MORTGAGE","31000.00","2.84%","714-749","1977-02-04","6","34","20764","98.9%","3","0","0","0","","0","","","slatington, PA","","n/a"
"977317","Credit Consolidation","debt_consolidation","13200.00","17.58%","21.31%","36 months","50.00","1","2011-10-18","In-Funding","2011-10-04","D4","RENT","4166.67","7.75%","660-678","1997-05-20","8","18","9596","84.9%","2","0","0","0","41","0","","","fullerton, CA","","10+ years"
"977732","my own buiness","small_business","18000.00","13.49%","15.81%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","C1","MORTGAGE","5000.00","29.3%","714-749","1997-02-19","14","35","16107","60.3%","1","0","0","0","","0","","","Hutto, TX","","3 years"
"977781","Antonio","debt_consolidation","15000.00","13.49%","17.13%","36 months","25.00","1","2011-10-18","In-Funding","2011-10-04","C1","MORTGAGE","7083.33","22.09%","679-713","1996-11-21","12","45","6120","52.8%","0","0","0","0","","0","","","Royse City, TX","","n/a"
"976913","Loan for my business","debt_consolidation","35000.00","8.90%","10.99%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A5","MORTGAGE","10666.67","7.54%","714-749","1999-06-09","10","27","53262","66.9%","0","0","0","0","","0","","","Canton, MI","","8 years"
"894217","Debt Consolidation Loan","debt_consolidation","34000.00","18.64%","21.08%","60 months","18775.00","238","2011-10-07","In-Funding","2011-09-23","E1","MORTGAGE","6000.00","19.58%","714-749","1998-02-03","8","20","18546","52.7%","3","0","0","0","","0","","","Grove City, OH","","10+ years"
"965258","HELP! CREDIT CARD DEBT HAS A HOLD ON ME!","debt_consolidation","35000.00","20.30%","22.78%","60 months","23750.00","321","2011-10-08","In-Funding","2011-09-24","E5","MORTGAGE","6166.67","19.05%","679-713","1994-03-27","10","21","15506","68.3%","0","0","0","0","","0","","  Borrower added on 09/24/11 > Hi, I am looking for a loan to get out of credit card debt.   I was not careless with my credit cards, but used them when I was out of work to pay the bills like mortgage, car, etc.  Before that happened, I had a few credit cards that had large balances on them due to unexpected travel expenses and medical expenses.  I was paying them down without a problem, but since I was out of work and had to use the others, it has become more and more difficult. Due to the large balances on the cards, the credit card companies have raised their fees and interest to a point where none of my payment is applied to the balances, just the fees.  If my payments had been applied to the balances, I would not be in such a desperate situation today.  <br/><br/>My salary should be enough to support my family and give them what they need.  It&rsquo;s extremely frustrating when most of my paycheck goes to the credit card companies each month and not even the balances.  I am a hard worker.  I have only been able to do patchwork repairs on our  house instead of large repairs that need to be done.  I need a large loan to wipe out this debt that I am drowning in plus have some extra to put into savings as a cushion for emergency medical expenses or repair bills, then I can build on that.  <br/><br/>I am extremely frustrated with my situation and have tried to get bank loans but have been condescendingly turned down due to the amount of debt.  One person even asked me why would anyone give me a loan to replace one debt with another.  I work 6 days a week.  My family sees how hard I work, and I know they sense how disappointed I am at times.  I want to set an example.  I don&rsquo;t want them to grow up thinking that all your hard work still doesn&rsquo;t get you ahead.  I don&rsquo;t want them to grow up thinking that if you are in a bind, nobody will help you.  They have continued to raise their percentage and fees and now minimum payments to the point that I am no longer able to make the minimum payments. I need help.  This loan would help my family from drowning in debt and get us back on our feet.  I would love to be able to have this hold on me gone.  I would also love to someday help somebody else out of debt as a thank you, since I know how it can affect every aspect of your life.  Thank you for reading my story, and thank you for helping.<br/>","Bangor, PA","","8 years"
"841116","Debt Consolidation","home_improvement","30100.00","19.42%","21.88%","60 months","16500.00","168","2011-10-08","In-Funding","2011-09-24","E3","MORTGAGE","8333.33","3.31%","679-713","1980-04-08","15","25","3737","5.7%","3","0","0","0","58","0","","","Washington, DC","","6 years"
"890538","Home Improvement Project","home_improvement","24000.00","17.27%","19.68%","60 months","22975.00","195","2011-10-09","In-Funding","2011-09-25","D3","MORTGAGE","9917.00","5.7%","714-749","1997-04-11","3","13","381","7.6%","1","0","0","2","13","0","","","GASTONIA, NC","","9 years"
"865203","CC Consolidation","debt_consolidation","30000.00","20.30%","22.78%","60 months","19825.00","225","2011-10-09","In-Funding","2011-09-25","E5","RENT","6083.00","21.67%","679-713","2002-09-12","17","32","42693","79%","1","0","0","0","","0","","","TARZANA, CA","","3 years"
"892082","home improvement","home_improvement","35000.00","19.03%","21.48%","60 months","13400.00","124","2011-10-07","In-Funding","2011-09-23","E2","MORTGAGE","16000.00","13.37%","679-713","1995-04-18","14","28","17147","34.4%","2","0","0","0","","1","90","  Borrower added on 09/26/11 > and pay down credit cards<br/>","guilford, CT","","n/a"
"967794","Debt Consolidation","debt_consolidation","30000.00","11.71%","13.99%","60 months","25850.00","113","2011-10-10","In-Funding","2011-09-26","B3","MORTGAGE","7674.00","15.31%","750-779","1987-09-02","6","30","6794","52.3%","0","0","0","0","","0","","  Borrower added on 09/27/11 > We are trying to lower our debt to ratio, I pay 947.00 to one bill now and we could send so much more if all the credit cards were consolidated to one bill.<br/> Borrower added on 09/30/11 > We pay our bills on time, just would rather have one payment and send extra to it then a few small ones with different interest rates.<br/>null","Floral City, FL","","< 1 year"
"879508","Get rid of DEBT!","debt_consolidation","35000.00","22.35%","24.88%","60 months","20625.00","227","2011-10-10","In-Funding","2011-09-26","F5","MORTGAGE","8333.33","9.65%","660-678","2001-10-14","9","19","17788","75.7%","1","0","0","0","53","0","","  Borrower added on 09/29/11 > Very stable job. Just wanting to consolidate the big bills in to one big payment and pay off my credit cards.  Thanks for helping me out!<br/>","Lihue, HI","","4 years"
"968672","Credit Card Consolidation Loan","debt_consolidation","35000.00","18.64%","21.08%","60 months","15125.00","152","2011-10-11","In-Funding","2011-09-27","E1","MORTGAGE","9583.33","11.45%","714-749","1985-07-31","13","36","28541","67.8%","1","0","0","0","81","0","","","Palmdale, CA","","5 years"
"968704","Debt Consolidation","debt_consolidation","25000.00","18.64%","21.08%","60 months","12750.00","112","2011-10-11","In-Funding","2011-09-27","E1","RENT","5000.00","21.12%","679-713","1982-10-29","16","42","14955","18.4%","1","0","0","3","9","0","","","Carson City , NV","","< 1 year"
"968717","Debt Free ","debt_consolidation","35000.00","12.42%","14.71%","60 months","28725.00","171","2011-10-11","In-Funding","2011-09-27","B4","MORTGAGE","5080.04","21.36%","714-749","1998-04-08","12","37","42023","62.8%","0","0","0","0","","0","","  Borrower added on 09/27/11 > Consolidation plan to help me reach my debt free goal faster.<br/>","Virginia Beach, VA","","10+ years"
"969794","Debt consolidation","debt_consolidation","19075.00","12.69%","15.56%","36 months","12500.00","122","2011-10-12","In-Funding","2011-09-28","B5","MORTGAGE","6000.00","19.05%","679-713","1993-08-03","10","19","35006","64.9%","0","0","0","1","16","0","","","San Diego, CA","","1 year"
"971244","American Express","debt_consolidation","10250.00","6.62%","7.99%","36 months","5150.00","46","2011-10-13","In-Funding","2011-09-29","A2","RENT","5000.00","22.1%","714-749","2000-07-28","8","32","13421","65.5%","0","0","0","0","","0","","","Hamden, CT","","3 years"
"971295","cc consolidation","credit_card","5750.00","6.62%","7.99%","36 months","5050.00","75","2011-10-13","In-Funding","2011-09-29","A2","OWN","1547.00","11.64%","750-779","1994-05-01","5","10","4914","38.4%","0","0","0","0","","0","","","fort worth, TX","","3 years"
"971328","pay credit card","debt_consolidation","7200.00","7.90%","9.98%","36 months","6000.00","83","2011-10-13","In-Funding","2011-09-29","A4","RENT","3100.00","15.55%","714-749","1997-12-02","6","16","7087","59.1%","0","0","0","0","51","0","","  Borrower added on 09/20/11 > i been in my job for 12 yrs and i need the loan to pay all my credit card. thank you!<br/>null Borrower added on 09/20/11 > i want to paid off consolidate my visa card,walmart card and my bank loan. thank you<br/>Borrower added on 09/20/11 > i been in my job for 12 yrs and i need the loan to pay all my credit card. thank you!<br/>null Borrower added on 09/20/11 > i want to paid off consolidate my visa card,walmart card and my bank loan. thank you<br/>null","Lutz, FL","","10+ years"
"971719","home depot","credit_card","8000.00","8.90%","10.99%","36 months","6250.00","83","2011-10-13","In-Funding","2011-09-29","A5","MORTGAGE","12500.00","8.09%","714-749","1989-04-27","5","22","21823","74.7%","2","0","0","0","70","0","","","BEN LOMOND, CA","","10+ years"
"965204","Get out of debt and be free!","debt_consolidation","12800.00","8.90%","10.99%","36 months","11225.00","90","2011-10-13","In-Funding","2011-09-29","A5","RENT","3208.33","12.59%","714-749","1992-12-31","7","33","15607","59.3%","0","0","0","0","40","0","","  Borrower added on 09/29/11 > My goal is to use this loan to pay off my credit card debt, cancel the cards, and to work toward living a debt-free life. I always pay my bills and this loan will be my first priority.  I have (and have had for over 8 years) a stable job with the University of California, where I plan to remain for many years to come.<br/><br/>This loan would enable me to pay off my debt faster, as the interest rate is significantly lower than the credit cards housing it now.  Why should the credit card company get the interest when it could go to you instead?!<br/><br/>Thank you for considering my loan.<br/> Borrower added on 09/29/11 > My goal is to use this loan to pay off my credit card debt, cancel the cards, and to work toward living a debt-free life. I always pay my bills and this loan will be my first priority.  I have (and have had for over 8 years) a stable job with the University of California, where I plan to remain for many years to come.<br/><br/>This loan would enable me to pay off my debt faster, as the interest rate is significantly lower than the credit cards housing it now.  Why should the credit card company get the interest when it could go to you instead?!<br/><br/>Thank you for considering my loan.<br/>null","Davis, CA","","8 years"
"972108","bill pay off loan ","debt_consolidation","7000.00","6.03%","6.78%","36 months","4025.00","42","2011-10-13","In-Funding","2011-09-29","A1","OWN","1900.00","28.42%","750-779","1997-05-15","8","31","20223","41.1%","3","0","0","0","","0","","  Borrower added on 09/29/11 > bill payer loan--<br/>null","lehighton, PA","","10+ years"
"971927","Credit Card Loan","credit_card","15000.00","12.42%","15.29%","36 months","12075.00","141","2011-10-13","In-Funding","2011-09-29","B4","MORTGAGE","7333.33","11.99%","679-713","1987-11-04","19","63","24478","39.9%","0","0","0","1","10","0","","","Roosevelt, NJ","","1 year"
"972129","Loan for Start-up","small_business","15250.00","19.42%","21.88%","60 months","11025.00","68","2011-10-13","In-Funding","2011-09-29","E3","RENT","4375.00","23.82%","660-678","2003-06-13","7","16","14814","82.3%","0","0","0","4","5","0","","","Novato, CA","","4 years"
"972373","Debt loan / 2nd part / remaining balance","debt_consolidation","6225.00","7.90%","9.98%","36 months","3775.00","39","2011-10-14","In-Funding","2011-09-30","A4","RENT","6667.00","15.16%","679-713","1999-11-17","8","18","17486","71.1%","0","0","0","0","","0","","  Borrower added on 09/30/11 > This loan is to cover the remainder of my originally requested amount which was not funded with the first loan. My first loan only received just under 80% funding.<br/>","DOVER, NJ","","10+ years"
"969188","reduce","debt_consolidation","7125.00","7.51%","9.59%","36 months","5175.00","67","2011-10-14","In-Funding","2011-09-30","A3","MORTGAGE","2800.00","17.14%","750-779","1994-06-30","9","16","6299","32.3%","4","0","0","0","","0","","  Borrower added on 10/01/11 > I have been at current job since 4/1999<br/>My credit score is 753<br/>","TUSCALOOSA, AL","","10+ years"
"972460","Major Purchase Loan","major_purchase","7500.00","7.90%","9.98%","36 months","5325.00","80","2011-10-14","In-Funding","2011-09-30","A4","OWN","2916.67","11.79%","780+","1988-02-03","2","15","349","14%","0","0","0","0","","0","","  Borrower added on 09/30/11 > I have a major purchase that I am making.<br/> Borrower added on 10/02/11 > I am making a major purchase.<br/>","Crownsville, MD","","1 year"
"969878","Credit Cards","major_purchase","7200.00","8.90%","10.99%","36 months","4250.00","52","2011-10-14","In-Funding","2011-09-30","A5","MORTGAGE","7083.33","24.48%","714-749","1987-05-07","15","28","26449","63.3%","1","0","0","0","","0","","","Slippery Rock, PA","","1 year"
"971470","Debt Payment","debt_consolidation","6000.00","7.90%","9.98%","36 months","4175.00","62","2011-10-14","In-Funding","2011-09-30","A4","RENT","1863.00","4.62%","714-749","2005-08-31","4","4","2733","65.1%","0","0","0","0","","0","","  Borrower added on 10/01/11 > I plan on using these funds to pay off my debt, so that I can have a much lower interest rate than with my credit cards.<br/><br/>I would be a good choice because I already am paying down my debt as is, this would simply speed up the process and save me a little money in the long run.  By my current estimates I will have all my debt paid in about 4-5years. By using this loan it would only be 3 instead. <br/><br/>Also I have a decent credit rating and have only had 1 late payment on a bill which was nearly 5 years ago. I always pay on time and always over the minimum payment<br/>","La Mesa, CA","","2 years"
"971781","Home Improvement Loan","home_improvement","16800.00","20.30%","22.78%","60 months","15050.00","145","2011-10-14","In-Funding","2011-09-30","E5","MORTGAGE","10583.33","13.7%","679-713","1993-07-05","8","15","4355","87.1%","2","0","0","0","","0","","This loan is for improvements on my primary residence. I am going to add a utlility room for a washer and dryer and a bathroom upstairs. Some other minor work needs to be done on the HVAC, plumbing and crawl space. This work was quoted by a contractor with experience working on older homes. My house is in the historic district and was built in the 1930's. An appraisal was done on the house in May the as is value was $240,000. My current monthly expenses are housing $1000, car $725, utilities $200, cable/phone/internet $100, insurance $87, gas $200, food $400, credit card $150, healthclub $85, misc $400 , student loan $125.","Wake Forest, NC","","9 years"
"972764","Home remodeling","home_improvement","15625.00","12.42%","14.71%","60 months","14575.00","78","2011-10-14","In-Funding","2011-09-30","B4","MORTGAGE","3500.00","9.34%","750-779","2002-06-19","8","10","3668","29.3%","1","0","0","0","","0","","  Borrower added on 09/30/11 > Im a good borrower because im a person that takes care of mi credit score, i like to pay on time, i also have a stable job not planing to move its a great company and i like mi job, i will be using this money to do several things around mi house that needs to be done like getting a new air conditioning unit , make a porch on my back yard, and iftheres some money left do anything else that needs to get done, and paying this loan will not be a problem on my budget<br/>null","Lancaster, CA","","4 years"
"973087","Personal Loan","debt_consolidation","19200.00","19.42%","21.88%","60 months","12600.00","100","2011-10-14","In-Funding","2011-09-30","E3","MORTGAGE","6250.00","20.59%","679-713","2002-10-17","11","22","32675","97.8%","0","0","0","0","","0","","","CHICAGO, IL","","2 years"
"972929","Paramedic School ","other","5000.00","8.90%","10.99%","36 months","3550.00","53","2011-10-14","In-Funding","2011-09-30","A5","RENT","1666.67","15.48%","714-749","2005-05-04","3","5","1474","64.1%","0","0","0","0","","0","","","Chino, CA","","5 years"
"971316","Major Purchase Loan","major_purchase","10000.00","6.62%","7.99%","36 months","4825.00","34","2011-10-15","In-Funding","2011-10-01","A2","MORTGAGE","6166.67","17.79%","714-749","1994-08-30","10","38","39410","52.4%","2","0","0","0","","0","","","forest park, IL","","5 years"
"969861","Small Business Loan","small_business","35000.00","15.27%","17.63%","60 months","24025.00","68","2011-10-15","In-Funding","2011-10-01","C4","OWN","3500.00","2.97%","780+","1977-04-01","3","9","2875","11.2%","3","0","0","0","","0","","  Borrower added on 10/02/11 > Using fund to grow my bussiness. Add jobs update equpiment<br/>","holiday, FL","","n/a"
"967850","debt","debt_consolidation","25200.00","18.64%","21.08%","60 months","19200.00","216","2011-10-10","In-Funding","2011-09-26","E1","MORTGAGE","4200.00","4.81%","679-713","2000-12-22","7","18","9654","44.7%","1","0","0","0","38","0","","  Borrower added on 09/26/11 > Thank you for giving a marine a way to pay all bills with one bill makes life easy for someone who works to defend your freedom.<br/> Borrower added on 09/26/11 > thank you<br/>","oceans, CA","","10+ years"
"890199","Other","other","30000.00","18.64%","21.08%","60 months","13125.00","95","2011-10-10","In-Funding","2011-09-26","E1","MORTGAGE","5666.67","2.12%","714-749","1985-06-14","7","16","3082","16.2%","2","0","0","1","5","0","","","Chandler, AZ","","10+ years"
"970185","Other","other","25000.00","12.69%","14.99%","60 months","22925.00","102","2011-10-12","In-Funding","2011-09-28","B5","MORTGAGE","9166.67","0.27%","780+","1993-08-03","4","10","1246","37.8%","2","0","0","0","","0","","","Riverhead, NY","","n/a"
"970518","Investment","other","35000.00","20.30%","22.78%","60 months","13550.00","116","2011-10-12","In-Funding","2011-09-28","E5","MORTGAGE","10833.33","9.87%","679-713","1998-10-06","6","18","13901","90.3%","0","0","0","0","","0","","  Borrower added on 09/28/11 > I'm going to use the capital to fund a small iphone collections business.<br/> Borrower added on 10/01/11 > I have never missed a payment in my credit history for 9 years<br/>","Birmingham, MI","","7 years"
"970844","Debt Consolidation Loan","debt_consolidation","10500.00","6.62%","7.99%","36 months","9825.00","119","2011-10-12","In-Funding","2011-09-28","A2","MORTGAGE","4800.00","20.19%","750-779","1999-02-03","8","18","18239","59%","3","0","0","0","","0","","I pay all my bills on time. My monthly budget is $2000 and i have a very stable job","santee, CA","","10+ years"
"971583","wedding loan","wedding","4000.00","6.62%","7.99%","36 months","1925.00","44","2011-10-13","In-Funding","2011-09-29","A2","OWN","3916.67","27.93%","750-779","1988-12-28","8","21","62289","71.9%","1","0","0","0","","0","","  Borrower added on 09/30/11 > wedding expenses.<br/>Always pay my loans on time<br/>Have been @ same job for &gt;10 years<br/>","el paso, TX","","10+ years"
"970237","Freedom from Debt","debt_consolidation","6000.00","6.62%","7.99%","36 months","5050.00","49","2011-10-14","In-Funding","2011-09-30","A2","RENT","1500.00","17.87%","750-779","2000-01-31","11","18","5941","17.7%","1","0","0","0","","0","","  Borrower added on 09/30/11 > interest on my current credit cards is killing me no matter how hard I try to pay more than the minimum each month is never seems like its enough.  I just want to find a low interest loan that will give me enough breathing room to pay it back as quickly as I can.  I hate having something like credit card debt holding me back.<br/> Borrower added on 09/30/11 > interest on my current credit cards is killing me no matter how hard I try to pay more than the minimum each month is never seems like its enough.  I just want to find a low interest loan that will give me enough breathing room to pay it back as quickly as I can.  I hate having something like credit card debt holding me back.<br/>","Lansing, MI","","2 years"
"972127","Home Improvement Loan","home_improvement","35000.00","12.42%","14.71%","60 months","24025.00","67","2011-10-14","In-Funding","2011-09-30","B4","OWN","6971.67","22.43%","714-749","1990-12-19","21","46","19950","12.6%","0","0","0","0","55","0","","","Abbeville, LA","","< 1 year"
"972831","Credit Card Payoff Loan October 2011","debt_consolidation","25000.00","7.51%","9.59%","36 months","10550.00","43","2011-10-14","In-Funding","2011-09-30","A3","MORTGAGE","6250.00","18.34%","750-779","1988-03-04","10","30","31985","42.9%","0","0","0","0","","0","","","Dora, MO","","5 years"
"973405","Other Loan","other","4800.00","7.51%","9.59%","36 months","1500.00","43","2011-10-14","In-Funding","2011-09-30","A3","MORTGAGE","2916.67","15.33%","714-749","1996-02-21","11","21","12408","42.9%","0","0","0","0","","0","","","San Diego, CA","","6 years"
"973556","Pacific Pools","home_improvement","3200.00","6.62%","7.99%","36 months","1425.00","38","2011-10-15","In-Funding","2011-10-01","A2","MORTGAGE","7333.33","12.76%","750-779","1985-02-19","18","40","17114","14.8%","2","0","0","0","","0","","  Borrower added on 10/01/11 > I am applying for this loan to replace my pool liner which is broken.<br/>Thanks for your interest.<br/>","clearwater, FL","","10+ years"
"973679","Debt Payments","debt_consolidation","3500.00","7.90%","9.98%","36 months","1925.00","59","2011-10-15","In-Funding","2011-10-01","A4","RENT","2500.00","16.36%","714-749","2003-07-15","5","10","1713","14.5%","1","0","0","0","","0","","  Borrower added on 10/02/11 > Using the loan to pay off credit card debt recently acquired.  Never really used credit cards before, so want to pay them off and stick to cash for the most part.  Have a good steady job and will make all payments on time<br/>","DURHAM, NC","","5 years"
"974189","Credit Card consolidation","debt_consolidation","20000.00","11.71%","14.57%","36 months","10675.00","51","2011-10-15","In-Funding","2011-10-01","B3","MORTGAGE","8333.33","13.61%","714-749","2003-01-16","18","28","3025","10.2%","2","0","0","1","18","0","","","Edinburg, TX","","10+ years"
"892985","Pay on Credit card","debt_consolidation","7125.00","6.62%","7.99%","36 months","5850.00","72","2011-10-12","In-Funding","2011-09-28","A2","MORTGAGE","6167.00","11.66%","750-779","1992-09-12","8","17","32555","47.1%","2","0","0","0","","0","","  Borrower added on 09/28/11 > Need to finish paying off a credit card.<br/>","Farmington, MN","","10+ years"
"969824","Bill consolidation","debt_consolidation","12000.00","10.65%","13.49%","36 months","8225.00","94","2011-10-12","In-Funding","2011-09-28","B2","RENT","7166.67","9.78%","679-713","1999-07-03","18","36","10579","31.9%","0","0","0","1","23","0","","","Waldorf, MD","","1 year"
"971906","Moving Forward","moving","6000.00","7.90%","9.98%","36 months","4875.00","72","2011-10-13","In-Funding","2011-09-29","A4","RENT","4416.67","16.42%","714-749","2000-09-26","7","21","660","20.6%","0","0","0","1","21","0","","  Borrower added on 10/03/11 > I am a salaried member of management, and I've been with my company for 15 years. I am meticulous with my budget, with an excel spreadsheet designed to keep track of all of my bills and spending down to the dollar. I have an excellent repayment history with any loan I've carried, as well as current or early payments recorded for all utility payments as well. My new living situation allows me to focus on saving more and repaying this loan much quicker than the alotted 3 years.<br/> Borrower added on 10/04/11 > The loan will be used for debt consolidation (small credit card balance of less than $700) and to cover moving costs and some upgrades to the house. Renting with option to buy in June.<br/>null","Manchester, NH","","10+ years"
"972540","Debt Consolidation","debt_consolidation","4650.00","7.90%","9.98%","36 months","1625.00","41","2011-10-14","In-Funding","2011-09-30","A4","RENT","5000.00","27.98%","750-779","1996-11-17","9","38","3938","96%","0","0","0","0","","0","","","JENNINGS, LA","","4 years"
"969359","Debit Consolidation","debt_consolidation","14400.00","11.71%","14.57%","36 months","12075.00","127","2011-10-14","In-Funding","2011-09-30","B3","MORTGAGE","5833.33","17.57%","714-749","1999-03-04","9","26","13521","88.4%","1","0","0","0","","0","","","Wadsworth, OH","","3 years"
"969474","Auto","car","7200.00","8.90%","10.99%","36 months","4250.00","41","2011-10-14","In-Funding","2011-09-30","A5","RENT","2500.00","18.72%","679-713","2003-11-11","13","25","13715","82.1%","0","0","0","0","","0","","  Borrower added on 09/30/11 > Replacing my car for one that is more reliable is the main purpose for the loan, but it will also be to consolidate 2 higher interest credit cards.<br/>","Honolulu, HI","","7 years"
"973200","Credit Card Consolidation Payment","debt_consolidation","30000.00","13.49%","15.81%","60 months","26500.00","97","2011-10-14","In-Funding","2011-09-30","C1","MORTGAGE","10416.67","13.35%","750-779","1999-05-06","13","29","19021","41.2%","1","0","0","0","","0","","","Humble, TX","","1 year"
"973232","Car repair","other","5000.00","6.03%","6.78%","36 months","4500.00","56","2011-10-14","In-Funding","2011-09-30","A1","RENT","7666.75","16.27%","780+","1998-08-09","18","42","3072","8.1%","0","0","0","0","","0","","","Columbia, MD","","3 years"
"973262","Debt Consolidation Loan","debt_consolidation","29700.00","19.91%","22.38%","60 months","11100.00","57","2011-10-14","In-Funding","2011-09-30","E4","MORTGAGE","5166.67","24.29%","679-713","1993-09-04","15","38","8944","52.3%","0","0","0","1","19","0","","  Borrower added on 10/03/11 > I will be using this loan to consolidate all my debits into 1 easy payment. Serving in the USAF has taught me to be responsible for actions. My credit score shows that I've been reliable in making my payment to my creditors. I promise I will honor this Loan.<br/> Borrower added on 10/04/11 > Borrower added on 10/03/11 &gt; I will be using this loan to consolidate all my debits into 1 easy payment. Serving in the USAF has taught me to be responsible for my actions. My credit score shows that I've been reliable in making my payment to my creditors. I promise I will honor this Loan.<br/>null","Portales, NM","","n/a"
"973628","Debt Consolidation Loan","debt_consolidation","17000.00","7.51%","9.59%","36 months","10750.00","48","2011-10-15","In-Funding","2011-10-01","A3","MORTGAGE","5833.33","3.36%","750-779","1989-01-29","5","11","7796","42.8%","0","0","0","0","","0","","","Rancho Santa Margarita, CA","","2 years"
"974058","pickup","car","6000.00","6.03%","6.78%","36 months","5450.00","80","2011-10-15","In-Funding","2011-10-01","A1","MORTGAGE","7500.00","7.08%","780+","1998-11-08","11","22","4211","8.6%","0","0","0","0","","0","","","Stormville, NY","","10+ years"
"974430","personal loan","other","10000.00","6.62%","7.99%","36 months","4875.00","35","2011-10-16","In-Funding","2011-10-02","A2","RENT","4800.00","16.38%","714-749","1990-02-24","5","8","10922","65%","0","0","0","0","","0","","","Irvine , CA","","10+ years"
"974619","Consolidation Loan","debt_consolidation","12000.00","6.03%","6.78%","36 months","5950.00","43","2011-10-16","In-Funding","2011-10-02","A1","RENT","7083.33","6.79%","750-779","1989-09-27","10","39","17412","29.9%","0","0","0","0","","0","","  Borrower added on 10/03/11 > This loan will be utilized only to reduce my revolving credit balance. I have only been with my current employer for one year. However, prior to accepting my current position I worked for twelve years for another company where I was responsible for the warehouse management software. I have more than 23 years of experience as a Programmer/Analyst and I have been continuously employed for 35 years.<br/>","Lafayette Hill, PA","","1 year"
